item_identificador,loja_identificador,vendas_totais,item_peso,item_conteudo_gordura,item_visibilidade,item_tipo,item_preco,loja_ano_estabelecimento,loja_tamanho,loja_tipo_localizacao,loja_tipo
FDA46,OUT049,252737.68,13.6,Baixo Teor de Gordura,0.117818348,Lanches,192.91,2009,Médio,Nível 1,Supermercado Tipo 1
NCV53,OUT017,623188.8,8.27,Baixo Teor de Gordura,0.018920019,Mercearia,238.09,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDK51,OUT027,317986.08,12.857645184135977,Baixo Teor de Gordura,0.005209791,Laticínios,265.29,1995,Médio,Nível 3,Supermercado Tipo 3
FDT14,OUT018,227703.6,10.695,Regular,0.128247408,Laticínios,121.84,2019,Médio,Nível 3,Supermercado Tipo 2
FDA04,OUT046,492092.78,11.3,Regular,0.066729996,Alimentos Congelados,257.3,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDT09,OUT045,224108.28,15.15,Regular,0.012288171,Lanches,129.93,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDH44,OUT017,308997.78,19.1,Regular,0.026018497,Frutas e Vegetais,148.24,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDV45,OUT019,112653.36,12.857645184135977,Baixo Teor de Gordura,0.078872251,Lanches,189.56,1995,Pequeno,Nível 1,Mercado
FDA03,OUT046,218715.3,18.5,Regular,0.045463773000000006,Laticínios,144.11,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDU02,OUT017,251938.72,13.35,Baixo Teor de Gordura,0.10309135100000001,Laticínios,229.94,2017,Desconhecido,Nível 2,Supermercado Tipo 1
DRH01,OUT019,34754.76,12.857645184135977,Baixo Teor de Gordura,0.17141731600000001,Bebidas Não Alcoólicas,173.07,1995,Pequeno,Nível 1,Mercado
FDJ53,OUT049,144611.76,10.5,Baixo Teor de Gordura,0.07136869900000001,Alimentos Congelados,121.31,2009,Médio,Nível 1,Supermercado Tipo 1
FDV44,OUT046,190418.8,8.365,Regular,0.039844429,Frutas e Vegetais,190.12,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDB58,OUT013,311993.88,10.5,Regular,0.013485235000000002,Lanches,140.02,1997,Grande,Nível 3,Supermercado Tipo 1
FDS16,OUT027,527313.6000000001,12.857645184135977,Regular,0.0,Alimentos Congelados,145.28,1995,Médio,Nível 3,Supermercado Tipo 3
FDM25,OUT010,17577.12,10.695,Regular,0.10154201,Café da Manhã,173.77,2008,Desconhecido,Nível 3,Mercado
NCB31,OUT035,420785.6,6.235,Baixo Teor de Gordura,0.11865191900000001,Cereais,263.99,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDQ52,OUT027,670527.18,12.857645184135977,Baixo Teor de Gordura,0.118806857,Alimentos Congelados,248.84,1995,Médio,Nível 3,Supermercado Tipo 3
FDH58,OUT013,207330.12,12.3,Baixo Teor de Gordura,0.036908933000000005,Lanches,115.98,1997,Grande,Nível 3,Supermercado Tipo 1
FDZ56,OUT013,151602.66,16.25,Baixo Teor de Gordura,0.025715562,Frutas e Vegetais,168.15,1997,Grande,Nível 3,Supermercado Tipo 1
FDA50,OUT027,173773.8,12.857645184135977,Baixo Teor de Gordura,0.086752988,Laticínios,98.14,1995,Médio,Nível 3,Supermercado Tipo 3
NCX54,OUT046,222310.62,9.195,Baixo Teor de Gordura,0.048059871000000004,Cereais,105.86,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDU07,OUT045,166250.26,11.1,Baixo Teor de Gordura,0.059968347000000005,Frutas e Vegetais,152.84,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCA05,OUT019,29694.68,12.857645184135977,Baixo Teor de Gordura,0.044000492,Mercearia,148.27,1995,Pequeno,Nível 1,Mercado
FDG50,OUT049,54728.76,7.405,Baixo Teor de Gordura,0.015295536,Enlatados,89.71,2009,Médio,Nível 1,Supermercado Tipo 1
FDM08,OUT049,67112.64,10.1,Regular,0.053667516000000005,Frutas e Vegetais,223.01,2009,Médio,Nível 1,Supermercado Tipo 1
FDY09,OUT017,175105.4,15.6,Baixo Teor de Gordura,0.025342692,Lanches,174.31,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDP40,OUT049,134225.28,4.555,Regular,0.034410585,Alimentos Congelados,111.35,2009,Médio,Nível 1,Supermercado Tipo 1
NCL29,OUT049,443689.12,9.695,Baixo Teor de Gordura,0.11411658000000001,Mercearia,158.86,2009,Médio,Nível 1,Supermercado Tipo 1
NCQ06,OUT027,663003.64,12.857645184135977,Baixo Teor de Gordura,0.041621987,Cereais,253.6,1995,Médio,Nível 3,Supermercado Tipo 3
FDG58,OUT010,46739.16,10.695,Regular,0.145253944,Lanches,156.9,2008,Desconhecido,Nível 3,Mercado
NCN18,OUT013,425046.72,8.895,Baixo Teor de Gordura,0.124610886,Cereais,113.15,1997,Grande,Nível 3,Supermercado Tipo 1
FDW49,OUT019,89550.1,12.857645184135977,Baixo Teor de Gordura,0.14453827,Enlatados,180.6,1995,Pequeno,Nível 1,Mercado
FDP38,OUT010,30360.48,10.1,Baixo Teor de Gordura,0.053732324000000005,Enlatados,49.8,2008,Desconhecido,Nível 3,Mercado
FDC47,OUT018,502412.68,15.0,Baixo Teor de Gordura,0.11937494600000001,Lanches,229.37,2019,Médio,Nível 3,Supermercado Tipo 2
FDH58,OUT017,264921.82,12.3,Baixo Teor de Gordura,0.037148619,Lanches,116.88,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDF40,OUT035,473117.48,20.25,Regular,0.022507877000000003,Laticínios,248.11,2014,Pequeno,Nível 2,Supermercado Tipo 1
DRP47,OUT046,630845.5,15.75,Baixo Teor de Gordura,0.140603316,Bebidas Alcoólicas,252.84,2007,Pequeno,Nível 1,Supermercado Tipo 1
DRK13,OUT049,456339.3200000001,11.8,Baixo Teor de Gordura,0.115346634,Bebidas Não Alcoólicas,200.21,2009,Médio,Nível 1,Supermercado Tipo 1
FDS44,OUT017,552813.74,12.65,Regular,0.15692660800000002,Frutas e Vegetais,238.35,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCG30,OUT019,24900.92,12.857645184135977,Baixo Teor de Gordura,0.196659953,Cereais,125.8,1995,Pequeno,Nível 1,Mercado
FDN23,OUT035,333832.12,6.575,Regular,0.07549348,Pães,143.54,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDH05,OUT045,185358.72,14.35,Regular,0.091098018,Alimentos Congelados,233.6,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDW36,OUT035,42344.88,11.15,Baixo Teor de Gordura,0.056921876,Confeitaria,107.16,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDD08,OUT027,41745.66,12.857645184135977,Baixo Teor de Gordura,0.035183156,Frutas e Vegetais,37.85,1995,Médio,Nível 3,Supermercado Tipo 3
FDM12,OUT035,56526.42,16.7,Regular,0.069903773,Confeitaria,188.62,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCX42,OUT013,213788.38,6.36,Baixo Teor de Gordura,0.00597362,Cereais,164.55,1997,Grande,Nível 3,Supermercado Tipo 1
FDE33,OUT027,188554.56,12.857645184135977,Regular,0.049395242000000006,Frutas e Vegetais,80.36,1995,Médio,Nível 3,Supermercado Tipo 3
FDM36,OUT019,34488.44,12.857645184135977,Regular,0.102830104,Confeitaria,172.64,1995,Pequeno,Nível 1,Mercado
FDZ01,OUT013,30959.7,8.975,Regular,0.009051307,Enlatados,103.1,1997,Grande,Nível 3,Supermercado Tipo 1
FDO36,OUT013,305602.2,19.7,Baixo Teor de Gordura,0.077849003,Confeitaria,179.17,1997,Grande,Nível 3,Supermercado Tipo 1
DRL01,OUT013,560869.92,19.5,Regular,0.077108099,Bebidas Não Alcoólicas,232.9,1997,Grande,Nível 3,Supermercado Tipo 1
FDQ20,OUT027,154332.44,12.857645184135977,Baixo Teor de Gordura,0.029640604,Frutas e Vegetais,40.81,1995,Médio,Nível 3,Supermercado Tipo 3
FDZ22,OUT017,149805.0,9.395,Baixo Teor de Gordura,0.045525961000000004,Lanches,83.42,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDN32,OUT035,221311.92,17.5,Baixo Teor de Gordura,0.015557426000000001,Frutas e Vegetais,184.73,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDD50,OUT013,287492.44,18.85,Baixo Teor de Gordura,0.14152434800000002,Enlatados,168.41,1997,Grande,Nível 3,Supermercado Tipo 1
FDY37,OUT046,314923.4,17.0,Regular,0.026568875000000002,Enlatados,142.05,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDK08,OUT049,141682.24,9.195,Regular,0.122494876,Frutas e Vegetais,100.1,2009,Médio,Nível 1,Supermercado Tipo 1
NCX42,OUT035,263124.16,6.36,Baixo Teor de Gordura,0.005977465,Cereais,163.35,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCX41,OUT049,254069.28,19.0,Baixo Teor de Gordura,0.017746826,Mercearia,210.82,2009,Médio,Nível 1,Supermercado Tipo 1
NCX05,OUT013,254868.24,15.2,Baixo Teor de Gordura,0.09698132,Mercearia,116.35,1997,Grande,Nível 3,Supermercado Tipo 1
FDR59,OUT049,261659.4,14.5,Regular,0.063962842,Pães,263.16,2009,Médio,Nível 1,Supermercado Tipo 1
FDE21,OUT049,127434.12,12.8,Baixo Teor de Gordura,0.022980361,Frutas e Vegetais,117.75,2009,Médio,Nível 1,Supermercado Tipo 1
FDM10,OUT035,128233.08,18.25,Baixo Teor de Gordura,0.07595723,Lanches,214.12,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCM05,OUT019,52864.52,12.857645184135977,Baixo Teor de Gordura,0.10478432900000001,Mercearia,266.02,1995,Pequeno,Nível 1,Mercado
NCT18,OUT035,325975.68,14.6,Baixo Teor de Gordura,0.059393919,Cereais,181.8,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDH46,OUT046,123039.84,6.9350000000000005,Regular,0.041282286,Lanches,103.53,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDJ16,OUT017,81094.44,9.195,Baixo Teor de Gordura,0.115535487,Alimentos Congelados,59.52,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDR19,OUT017,277039.38,13.5,Regular,0.160624116,Frutas e Vegetais,147.01,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDM25,OUT013,246079.68,10.695,Regular,0.060615254,Café da Manhã,174.07,1997,Grande,Nível 3,Supermercado Tipo 1
FDB41,OUT010,18908.72,19.0,Regular,0.16288222700000002,Alimentos Congelados,46.87,2008,Desconhecido,Nível 3,Mercado
FDJ34,OUT027,100136.32,12.857645184135977,Regular,0.093202196,Lanches,125.57,1995,Médio,Nível 3,Supermercado Tipo 3
FDJ44,OUT013,366323.16,12.3,Regular,0.10623876800000001,Frutas e Vegetais,176.14,1997,Grande,Nível 3,Supermercado Tipo 1
FDB46,OUT018,211724.4,10.5,Regular,0.094145821,Lanches,210.82,2019,Médio,Nível 3,Supermercado Tipo 2
FDY26,OUT010,42344.88,20.6,Regular,0.051068365000000004,Laticínios,213.02,2008,Desconhecido,Nível 3,Mercado
NCH07,OUT010,31692.08,13.15,Baixo Teor de Gordura,0.155105614,Cereais,157.26,2008,Desconhecido,Nível 3,Mercado
FDR58,OUT045,166583.16,6.675,Baixo Teor de Gordura,0.04200648,Lanches,92.65,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDZ51,OUT027,218981.62,12.857645184135977,Regular,0.054288646,Açougue,96.61,1995,Médio,Nível 3,Supermercado Tipo 3
FDW44,OUT045,187489.28,9.5,Regular,0.035222503,Frutas e Vegetais,170.14,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDZ28,OUT010,12716.78,20.0,Regular,0.086187886,Alimentos Congelados,125.47,2008,Desconhecido,Nível 3,Mercado
FDQ09,OUT013,23036.68,7.235,Baixo Teor de Gordura,0.058083831,Lanches,113.68,1997,Grande,Nível 3,Supermercado Tipo 1
FDV46,OUT046,139818.0,18.2,Baixo Teor de Gordura,0.012607876,Lanches,139.82,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDD04,OUT045,141815.4,16.0,Baixo Teor de Gordura,0.090153756,Laticínios,143.22,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDL51,OUT046,214387.6,20.7,Regular,0.047491371000000004,Laticínios,213.99,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDI08,OUT018,298811.04,18.2,Regular,0.066567121,Frutas e Vegetais,250.21,2019,Médio,Nível 3,Supermercado Tipo 2
DRI51,OUT027,618395.0399999999,12.857645184135977,Baixo Teor de Gordura,0.042037073,Laticínios,172.68,1995,Médio,Nível 3,Supermercado Tipo 3
FDL03,OUT027,491027.4999999999,12.857645184135977,Regular,0.026949463000000003,Açougue,197.71,1995,Médio,Nível 3,Supermercado Tipo 3
FDV01,OUT018,186157.68,19.2,Regular,0.085296625,Enlatados,153.43,2019,Médio,Nível 3,Supermercado Tipo 2
NCK31,OUT046,66646.58,10.895,Baixo Teor de Gordura,0.027047774,Outros,50.67,2007,Pequeno,Nível 1,Supermercado Tipo 1
DRM47,OUT018,458603.04,9.3,Baixo Teor de Gordura,0.043964058,Bebidas Alcoólicas,192.38,2019,Médio,Nível 3,Supermercado Tipo 2
NCB19,OUT046,60121.74,6.525,Baixo Teor de Gordura,0.090295708,Cereais,84.69,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDU22,OUT013,319983.48,12.35,Baixo Teor de Gordura,0.0,Lanches,118.91,1997,Grande,Nível 3,Supermercado Tipo 1
FDU56,OUT046,202869.26,16.85,Baixo Teor de Gordura,0.044414056,Frutas e Vegetais,182.43,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDJ02,OUT049,117713.44,17.2,Regular,0.025205909000000002,Enlatados,149.14,2009,Médio,Nível 1,Supermercado Tipo 1
FDH26,OUT049,197609.44,19.25,Regular,0.034753686,Enlatados,141.55,2009,Médio,Nível 1,Supermercado Tipo 1
NCY41,OUT017,57525.12,16.75,Baixo Teor de Gordura,0.076164013,Mercearia,34.05,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDC59,OUT010,12783.36,16.7,Regular,0.091437584,Alimentos Ricos em Amido,64.32,2008,Desconhecido,Nível 3,Mercado
FDH02,OUT045,99603.68,7.27,Regular,0.020823289000000002,Enlatados,92.45,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDE59,OUT013,35953.2,12.15,Baixo Teor de Gordura,0.062235983,Alimentos Ricos em Amido,34.55,1997,Grande,Nível 3,Supermercado Tipo 1
FDS03,OUT027,161456.5,12.857645184135977,Baixo Teor de Gordura,0.079243005,Açougue,65.88,1995,Médio,Nível 3,Supermercado Tipo 3
DRG23,OUT013,76234.1,8.88,Baixo Teor de Gordura,0.086708987,Bebidas Alcoólicas,151.77,1997,Grande,Nível 3,Supermercado Tipo 1
DRF25,OUT046,47604.7,9.0,Baixo Teor de Gordura,0.038925251,Bebidas Não Alcoólicas,34.92,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDZ33,OUT013,221711.4,10.195,Baixo Teor de Gordura,0.107307677,Lanches,149.81,1997,Grande,Nível 3,Supermercado Tipo 1
NCD31,OUT010,16445.26,12.1,Baixo Teor de Gordura,0.025834128,Cereais,165.15,2008,Desconhecido,Nível 3,Mercado
FDW46,OUT018,104397.44,13.0,Regular,0.070588037,Lanches,65.95,2019,Médio,Nível 3,Supermercado Tipo 2
FDC41,OUT046,183760.8,15.6,Baixo Teor de Gordura,0.11691324500000001,Alimentos Congelados,78.17,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDH27,OUT045,186956.64,7.075,Baixo Teor de Gordura,0.058465268,Laticínios,145.31,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCH18,OUT010,98272.08,9.3,Baixo Teor de Gordura,0.07475374300000001,Cereais,246.48,2008,Desconhecido,Nível 3,Mercado
FDG38,OUT010,17044.48,8.975,Regular,0.088257771,Enlatados,84.12,2008,Desconhecido,Nível 3,Mercado
FDU10,OUT018,48470.24,10.1,Regular,0.045878153000000005,Lanches,38.58,2019,Médio,Nível 3,Supermercado Tipo 2
NCG07,OUT035,341555.4,12.3,Baixo Teor de Gordura,0.052492122,Cereais,191.05,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDA15,OUT013,647423.92,9.3,Baixo Teor de Gordura,0.016009057,Laticínios,250.61,1997,Grande,Nível 3,Supermercado Tipo 1
FDP31,OUT035,108658.56,21.1,Regular,0.161474419,Frutas e Vegetais,62.92,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDD59,OUT027,167781.6,12.857645184135977,Regular,0.065860323,Alimentos Ricos em Amido,81.9,1995,Médio,Nível 3,Supermercado Tipo 3
FDL22,OUT049,99603.68,16.85,Baixo Teor de Gordura,0.036446751,Lanches,90.35,2009,Médio,Nível 1,Supermercado Tipo 1
NCZ05,OUT035,123838.8,8.485,Baixo Teor de Gordura,0.058121214000000004,Mercearia,104.5,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDO37,OUT017,138619.56,8.06,Baixo Teor de Gordura,0.021497594000000002,Café da Manhã,230.33,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDO58,OUT049,312459.94,19.6,Baixo Teor de Gordura,0.039638705,Lanches,166.05,2009,Médio,Nível 1,Supermercado Tipo 1
FDT35,OUT017,184559.76,19.85,Regular,0.081916124,Pães,167.68,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCM07,OUT019,16778.16,12.857645184135977,Baixo Teor de Gordura,0.069968018,Outros,83.99,1995,Pequeno,Nível 1,Mercado
NCZ41,OUT017,250340.8,19.85,Baixo Teor de Gordura,0.06478563,Mercearia,123.77,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCE18,OUT045,424447.5000000001,10.0,Baixo Teor de Gordura,0.021468792,Cereais,251.68,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDV10,OUT017,59655.68,7.645,Regular,0.067083367,Lanches,44.01,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDZ20,OUT049,279769.16,16.1,Baixo Teor de Gordura,0.034360299999999996,Frutas e Vegetais,253.44,2009,Médio,Nível 1,Supermercado Tipo 1
FDH19,OUT027,729849.96,12.857645184135977,Baixo Teor de Gordura,0.03292824,Açougue,173.17,1995,Médio,Nível 3,Supermercado Tipo 3
FDP10,OUT046,137620.86,19.0,Baixo Teor de Gordura,0.12809013900000002,Lanches,107.06,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDQ49,OUT013,219048.2,20.2,Regular,0.039215075,Café da Manhã,157.66,1997,Grande,Nível 3,Supermercado Tipo 1
NCG19,OUT013,281233.92,20.25,Baixo Teor de Gordura,0.14781046,Cereais,234.86,1997,Grande,Nível 3,Supermercado Tipo 1
FDC26,OUT035,133426.32,10.195,Baixo Teor de Gordura,0.126359196,Enlatados,109.29,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDX59,OUT046,84889.5,10.195,Baixo Teor de Gordura,0.051661272,Pães,33.36,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCG54,OUT018,153999.54,12.1,Baixo Teor de Gordura,0.08013136300000001,Cereais,170.91,2019,Médio,Nível 3,Supermercado Tipo 2
FDL22,OUT035,108658.56,16.85,Baixo Teor de Gordura,0.036383293000000004,Lanches,91.05,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDM25,OUT035,333965.28,10.695,Regular,0.060654268000000004,Café da Manhã,174.77,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCT30,OUT049,42544.62,9.1,Baixo Teor de Gordura,0.08041772400000001,Cereais,48.87,2009,Médio,Nível 1,Supermercado Tipo 1
FDH33,OUT018,127434.12,12.85,Baixo Teor de Gordura,0.12222126900000001,Lanches,45.94,2019,Médio,Nível 3,Supermercado Tipo 2
FDD04,OUT019,14181.54,12.857645184135977,Baixo Teor de Gordura,0.15752811800000002,Laticínios,142.92,1995,Pequeno,Nível 1,Mercado
FDE16,OUT017,625186.2,8.895,Baixo Teor de Gordura,0.026492726,Alimentos Congelados,208.5,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCZ18,OUT035,608807.52,7.825,Baixo Teor de Gordura,0.186032678,Cereais,253.07,2014,Pequeno,Nível 2,Supermercado Tipo 1
DRF23,OUT027,715202.3600000001,12.857645184135977,Baixo Teor de Gordura,0.122058364,Bebidas Alcoólicas,172.84,1995,Médio,Nível 3,Supermercado Tipo 3
FDY46,OUT049,299343.68,18.6,Baixo Teor de Gordura,0.047964395,Lanches,185.09,2009,Médio,Nível 1,Supermercado Tipo 1
NCO17,OUT035,191750.4,10.0,Baixo Teor de Gordura,0.0,Mercearia,120.64,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDW34,OUT035,437430.6,9.6,Baixo Teor de Gordura,0.0,Lanches,244.82,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDI22,OUT019,41812.24,12.857645184135977,Baixo Teor de Gordura,0.168455549,Lanches,211.06,1995,Pequeno,Nível 1,Mercado
FDD35,OUT045,227703.6,12.15,Baixo Teor de Gordura,0.025916883,Alimentos Ricos em Amido,120.24,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDL14,OUT049,373913.28,8.115,Regular,0.032208865,Enlatados,155.0,2009,Médio,Nível 1,Supermercado Tipo 1
FDG46,OUT013,273244.32,8.63,Regular,0.032882271000000005,Lanches,113.55,1997,Grande,Nível 3,Supermercado Tipo 1
FDO19,OUT045,53463.74,17.7,Regular,0.016630303000000003,Frutas e Vegetais,48.1,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCA42,OUT017,269382.68,6.965,Baixo Teor de Gordura,0.028710065000000003,Cereais,158.16,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCH07,OUT017,142614.36,13.15,Baixo Teor de Gordura,0.093191195,Cereais,158.16,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDI41,OUT045,250141.06,18.5,Regular,0.0,Alimentos Congelados,148.74,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDA08,OUT027,394686.24,12.857645184135977,Regular,0.049842613,Frutas e Vegetais,164.25,1995,Médio,Nível 3,Supermercado Tipo 3
FDM58,OUT013,212523.36,16.85,Regular,0.07962408700000001,Lanches,111.65,1997,Grande,Nível 3,Supermercado Tipo 1
FDD52,OUT027,186756.9,12.857645184135977,Regular,0.182407266,Laticínios,109.16,1995,Médio,Nível 3,Supermercado Tipo 3
FDX50,OUT045,165784.2,20.1,Baixo Teor de Gordura,0.074778547,Laticínios,110.72,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDX40,OUT046,54062.96,12.85,Baixo Teor de Gordura,0.09899313900000001,Alimentos Congelados,39.32,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDL04,OUT049,190551.96,19.0,Baixo Teor de Gordura,0.11209743300000001,Alimentos Congelados,105.56,2009,Médio,Nível 1,Supermercado Tipo 1
DRD25,OUT045,294283.6,6.135,Baixo Teor de Gordura,0.07913221200000001,Bebidas Não Alcoólicas,112.69,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCP54,OUT035,209394.1,15.35,Baixo Teor de Gordura,0.035143024,Cereais,124.37,2014,Pequeno,Nível 2,Supermercado Tipo 1
NCI55,OUT049,402076.62,18.6,Baixo Teor de Gordura,0.012673238000000002,Cereais,121.54,2009,Médio,Nível 1,Supermercado Tipo 1
FDK04,OUT045,80162.32,7.36,Baixo Teor de Gordura,0.052418124,Alimentos Congelados,56.56,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCP42,OUT019,38749.56,12.857645184135977,Baixo Teor de Gordura,0.028207784000000003,Cereais,195.55,1995,Pequeno,Nível 1,Mercado
FDB37,OUT013,336495.32,20.25,Regular,0.022921735000000002,Confeitaria,240.75,1997,Grande,Nível 3,Supermercado Tipo 1
FDN57,OUT019,56726.16,12.857645184135977,Baixo Teor de Gordura,0.094957079,Lanches,143.52,1995,Pequeno,Nível 1,Mercado
FDQ09,OUT018,126701.74,7.235,Baixo Teor de Gordura,0.058369013000000004,Lanches,115.28,2019,Médio,Nível 3,Supermercado Tipo 2
FDH14,OUT046,140483.8,17.1,Regular,0.046808553,Enlatados,141.48,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDY59,OUT035,138819.3,8.195,Baixo Teor de Gordura,0.031397503,Confeitaria,91.35,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDL10,OUT027,188487.98,12.857645184135977,Baixo Teor de Gordura,0.039300964,Lanches,99.5,1995,Médio,Nível 3,Supermercado Tipo 3
FDA15,OUT027,647423.92,12.857645184135977,Baixo Teor de Gordura,0.015944801,Laticínios,249.51,1995,Médio,Nível 3,Supermercado Tipo 3
FDI04,OUT019,79097.04,12.857645184135977,Regular,0.127660257,Alimentos Congelados,198.54,1995,Pequeno,Nível 1,Mercado
FDQ10,OUT019,51732.66,12.857645184135977,Baixo Teor de Gordura,0.058092551000000006,Lanches,172.04,1995,Pequeno,Nível 1,Mercado
NCR30,OUT019,29827.84,12.857645184135977,Baixo Teor de Gordura,0.124299531,Cereais,73.47,1995,Pequeno,Nível 1,Mercado
NCB55,OUT045,65181.82,15.7,Baixo Teor de Gordura,0.16098885000000002,Cereais,57.86,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDP01,OUT017,137221.38,20.75,Regular,0.063684145,Café da Manhã,151.77,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDK15,OUT035,148806.3,10.8,Baixo Teor de Gordura,0.09839521600000001,Açougue,100.8,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDT07,OUT046,435766.1,5.82,Regular,0.077319079,Frutas e Vegetais,255.43,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDU31,OUT035,303871.12,10.5,Regular,0.02498633,Frutas e Vegetais,216.75,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDM28,OUT013,251672.4,15.7,Baixo Teor de Gordura,0.045166237000000005,Alimentos Congelados,178.67,1997,Grande,Nível 3,Supermercado Tipo 1
FDM01,OUT035,164053.12,7.895,Regular,0.09454929999999999,Café da Manhã,102.63,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDG32,OUT046,155664.04,19.85,Baixo Teor de Gordura,0.175995526,Frutas e Vegetais,224.08,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDR26,OUT017,123971.96,20.7,Baixo Teor de Gordura,0.04307908,Laticínios,177.8,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDX45,OUT018,281633.4,16.75,Baixo Teor de Gordura,0.10528293200000001,Lanches,156.96,2019,Médio,Nível 3,Supermercado Tipo 2
NCQ17,OUT027,406803.8,12.857645184135977,Baixo Teor de Gordura,0.116366304,Mercearia,158.36,1995,Médio,Nível 3,Supermercado Tipo 3
FDB15,OUT018,474582.24,10.895,Baixo Teor de Gordura,0.13736805100000002,Laticínios,264.36,2019,Médio,Nível 3,Supermercado Tipo 2
NCN06,OUT013,458603.04,8.39,Baixo Teor de Gordura,0.12039699100000001,Cereais,163.49,1997,Grande,Nível 3,Supermercado Tipo 1
FDZ20,OUT035,584971.88,16.1,Baixo Teor de Gordura,0.034300475000000004,Frutas e Vegetais,253.24,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDH12,OUT049,106528.0,9.6,Baixo Teor de Gordura,0.085085743,Confeitaria,105.13,2009,Médio,Nível 1,Supermercado Tipo 1
FDU38,OUT013,249275.52,10.8,Baixo Teor de Gordura,0.08248119999999999,Laticínios,191.65,1997,Grande,Nível 3,Supermercado Tipo 1
FDV31,OUT045,52931.1,9.8,Baixo Teor de Gordura,0.10693374800000001,Frutas e Vegetais,175.34,2012,Desconhecido,Nível 2,Supermercado Tipo 1
DRP35,OUT013,357934.08,18.85,Baixo Teor de Gordura,0.09079168,Bebidas Alcoólicas,127.13,1997,Grande,Nível 3,Supermercado Tipo 1
